dataset_french/wavs/stanley_0001.wav|Termez-moi tu filles chanson originale de la chanteuse épianiste Anna Barstow, qui figure sur son album Biniif paru en 2021.|stanley
dataset_french/wavs/stanley_0002.wav|Elle a gravé ce disc en compagnie notamment de l'immense saxophoniste Mike Merle.|stanley
dataset_french/wavs/stanley_0003.wav|Barstow et Merleley comptent tous les deux par militaires d'affiches du festival de jazz, de Prince Edward County, charmante municipalité et sur la rive nord du lac Ontario, encore que Barstow et Merleley, et ni jour on pense ensemble.|stanley
dataset_french/wavs/stanley_0004.wav|Le coup d'envoi de cette 27e édition du Festival de Jazz de Prince Edward County sera donné mardi prochain à 14 heures par le pianiste Gordon Sheerd.|stanley
dataset_french/wavs/stanley_0005.wav|qui est évidemment au programme ce soir de même que bon nombre des artistes qui se produiront là-bas d'ici la soirée de cloture de l'événement, le dimanche 18 ou.|stanley
dataset_french/wavs/stanley_0006.wav|Nous consacrerons en effet les deux tiers de notre émission à ceux et celles-ci, nommerment les pianistes Howard Lopez, Steve Holt, la percussionniste Joy Laps, l'hégitariste Eric Saint-Laurent et Dave Barton, le trumpétiste Andrew McAnche, la vocaliste Lenny Stewart et Danielle Bacels.|stanley
dataset_french/wavs/stanley_0007.wav|Pour en revenir à Anna Barstow, la chanteuse et pianiste se produit dans un premier temps à Landara Gallery, mercredi prochain 15h. Les festivaliers et festivalières de Prince Edward County pourront également l'avoir et l'entendre en compagnie du contre-basiste Duncan Hopkins au Royal Hotel de Picton, jeudi prochain 21h.|stanley
dataset_french/wavs/stanley_0008.wav|Quant au saxophoniste Mike Merle, il retrouvera son complice le pianiste Mike Eisenman pour un concert à la Wearing House, le dimanche 18 ou à 19h30.|stanley
dataset_french/wavs/stanley_0009.wav|Pour le moment, écoute-o à nouveau Annabar Staud au piano et au champ Mike Murley au saxophone, accompagné de Jim Vivien à la contrebasse sur cette plage de l'album In A Summer Dream, parouche et cornerstone en 2022. La chanson s'intitule, Don't Look Back.|stanley
dataset_french/wavs/stanley_0011.wav|de la peine Havre, consacré à des compositions de Frésium McPherson, indique que la réserve de 2022.|stanley
dataset_french/wavs/stanley_0012.wav|Sur cette plage, Karl Stade comptait sur le soutien de Chris Gastrino Piano, Conrad Good à la contrebasse et Jesse Cahill à l'ambatrie.|stanley
dataset_french/wavs/stanley_0013.wav|Vous connaissez mon admiration pour Yannick Rieu, qui l'enseigne à passer longtemps, SMB Ossis, un nouvel album inspiré de l'univers musical de Johannes Brahms.|stanley
dataset_french/wavs/stanley_0014.wav|Le même jour que ce lancement officiel qui se tenait le 26 juillet au 1011 sur la Russie Indénie Amoreale, le coup d'envoi a été donné au jeu à l'impique de Paris.|stanley
dataset_french/wavs/stanley_0015.wav|Et pour faire éco à cette cérémonie ou paretile, C'est l'Indian en a aimu plus d'un en été prétend piaf. Je vous propose cette lecture de Lim Nal Amour, par Yannick Rieu sur son album Balad Balad, paru en 2014, Sylvain Provo, Tala Guitard, Guy Boivère, à la contrebasse.|stanley
dataset_french/wavs/stanley_0016.wav|Le standard Easy Street, écrits composés par Alan Rankin Jones en 1940, créé à l'époque par l'orchestre de Jimmy Lundesford.|stanley
dataset_french/wavs/stanley_0017.wav|Nous en écoutons ici une interprétation par le regretté saxophoniste Van couvert Roy Fraser McPherson qui nous a quitté.|stanley
dataset_french/wavs/stanley_0018.wav|le 27 septembre 1993 à 65 ans.|stanley
dataset_french/wavs/stanley_0019.wav|sur cet enregistrement de 1990 tiré son album encore paru sous-éthiquette Justin Tim, il côtoyait le guitarriste Oliver Ganon, le contre-basiste Steve Wallace et le bataur John Sumner.|stanley
dataset_french/wavs/stanley_0020.wav|Mordue de saxophone à sélection de ce soir s'adresse tout particulièrement à vous. En effet, j'ai choisi de vous faire entendre au cours de ce qui reste des deux prochaines heures, une vingtaine de saxophonistes québécois et canadien qui comptent parmi les plus intéressants de la scène contemporaine des valeurs sûrs comme des étoiles émergentes. Nous écoutons nomément T-Vetz-la, Jacob Doe.|stanley
dataset_french/wavs/stanley_0021.wav|et Elizabeth Provenché, qui ont tout trois fait paraître en 2024 de nouveaux opus. Mais également Tara Davidson, Ryan Oliver, Mike Merley, Dave Turner, Jean-Pierre Zanella, Benjamin Déchance, Samuel Blay, Alison Arles, Joel Miller, Annie Dominique, et Lincoln Tornable, Yannick Rieu.|stanley
